mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
316001890,40.90319268152447,10.161413658467927,0,-71.1,87,CCGS SAMUEL RISLEY,IMO8322442,CG2960,90,5,69,14,5.8,,A,ew
367791550,42.181240374616415,31.14691233352637,0.4,83.1,121,FLYER,,WDJ5814,60,15,24,,,,B,ns
316002054,41.22062984071439,29.12084285107425,0,-111.6,511,PROFILER II,,CZ2496,,0,11,5,1.7,,B,ns
316005417,40.61813511794503,27.40077553641088,0,-100.1,60,CAPTAIN COOK,IMO6613483,CY7903,31,0,21,6,3.7,,B,we
368403000,33.64547271997776,32.56888522945589,9.2,21.4,22,POLAR STORM,IMO8101771,WDE8347,31,0,36,10,4.3,32,B,ns
366495000,41.22291918599528,29.126883812170433,12.1,-71.7,337,OVERSEAS CHINOOK,IMO9432218,WNFQ,80,0,183,32,12.2,80,B,ns
367590460,36.4164794304906,28.06915958122057,0.1,127,319,SUN TRADER,,WDG9703,31,5,17,,,,A,we
367145680,44.79714071927777,36.368846719639535,0,-149.4,6,KIMBERLY POLING,IMO8964721,WDD4513,31,0,30,10,4,,B,sn
367380880,41.22689960014346,29.13848463110148,0,-81.9,511,GEMINI,IMO9550747,WDE6488,60,0,34,8,1.9,60,B,ns
368380000,44.041590172392134,33.170654340137155,0,-115.1,41,ALYESKA,IMO7437783,WCX8749,30,7,37,9,,30,B,sn
366988710,41.18009706907332,29.079405943815637,0.4,71.7,31,DAVID K WILSON,,WDC2152,31,0,28,9,,,A,ns
367570750,41.22088763840781,5.154669538872032,7.3,-142.5,511,MONICA MEANS,,WDG7778,31,0,26,9,,,B,sn
367628190,38.42144985446021,21.503981144221775,0.3,-49.7,0,CHRISTY,IMO7237482,WDH5466,31,0,24,7,,,B,ns
367057710,42.17861060238495,17.26401240838628,0.4,113.1,139,GLENN W JONES,,WDC6543,31,12,48,14,,,B,ns
366960460,38.79658089312315,15.37148318251917,0,-174.8,511,F LOGAN,,WDB8561,31,0,17,7,,,B,ew
367597350,30.40136,-87.20867,0,164.1,348,KATHRYN T DEVALL,,WDH2416,31,15,22,,,,B,
367692430,29.58846,-90.37224,3.5,31.7,31,HIGMAN MARINER,,WDI3837,31,0,23,,,,B,
367736490,48.53791,-123.01458,0,-168.6,511,KODIAK,,WDI8230,37,,,,,,B,
367678650,47.62897,-122.39264,0,-110,511,FREESTYLE,,WDI2485,37,,19,,,,B,
366972030,44.12133767841849,36.833675471247,12.9,78.7,78,ROGER BLOUGH,IMO7222138,WDH7559,70,0,261,32,8.5,,B,ns
338990000,44.42080064016047,37.44784601141107,0,-61,2,KINGS POINTER,IMO7925302,,90,0,53,11,3.9,90,B,ns
312391000,43.75973126565991,38.322858958711386,0.1,15.6,511,ORION,IMO7708912,V3DX3,70,8,47,9,3.5,70,B,
636091784,33.030464604357995,33.34074258938638,16.5,195,198,NORTHERN DEMOCRAT,IMO9391787,A8SV9,70,0,230,32,12,,B,ns
367728050,33.289883977675565,33.24935473675988,0,172.9,511,REFLECTION,,WDI7370,37,,,,,,B,ns
366341000,37.45752540316962,11.880992624200674,12,47.2,49,PRIDE,IMO9369423,WDE9046,31,0,41,12,5.8,,B,we
368032000,41.2133316393851,29.11585749372114,0,47.5,178,OCEAN ROVER,IMO7303968,KRLM,30,0,77,16,8.3,30,B,sn
367672390,36.269490296266504,27.71595062230473,0.1,36.5,42,MUIR MILACH,IMO7823425,WDH9870,30,0,26,7,2.7,,B,we
316027744,44.51759825614374,35.141406885023066,8.5,196.5,511,JOHN M LEDCOR,,,31,0,12,5,0.4,,B,sn
356407000,40.70050311925122,27.586495179917264,2.8,77.6,70,EVER LUCKY,IMO9604172,3FAE4,74,0,335,46,-12,74,B,we
366938510,40.7343350623159,27.77537644162968,8.2,-146.3,261,KLIHYAM,IMO7644271,WDB7218,31,0,36,10,5.3,,B,we
367619920,37.11432710244272,11.506678846681046,1.3,-148.6,259,AMERICAN SPIRIT,,WDH4653,31,13,22,,,,B,we
366987890,34.340996716725726,30.821999120632142,0,-49.6,119,CAPT RUDY,IMO9337420,WDC2099,90,0,49,10,3,,B,ns
710024760,34.91606887685494,19.536371733523932,0.1,-167.3,511,PONTA FIRME,,PS4263,37,,,,,,B,we
367671160,34.29858905299653,24.816521862717188,4.4,-72.7,339,MOLLY PATRICIA,,WDH9743,31,0,29,,,,B,we
367350050,36.83171697314928,1.02410448781979,1.4,204.6,511,ALCATRAZ CLIPPER,,WDE4199,60,0,38,10,,,B,we
367530230,40.114770259098954,1.803299093477508,4.1,-127.7,511,BRUCE OAKLEY,,WDG3843,31,15,33,,,,B,we
367584510,37.041039290913645,-0.5067936368238657,0,112.2,326,SAVAGE DILIGENCE,,WDG9118,31,12,17,8,,,B,sn
367358360,36.11641915422034,-0.46748852599269924,0,-109.8,45,SAINT PAUL,IMO9551272,WDE4831,30,15,17,7,,,B,we
367036000,42.13104493713834,31.479047549353364,0,-58.8,269,PACIFIC RELIANCE,IMO9386548,WDI7757,31,0,41,12,6.9,31,B,ns
316001836,33.024047472286455,33.37613506322619,11.2,101.1,101,CSL TADOUSSAC,IMO6918716,VDWB,70,0,222,23,8.4,,B,ns
367636460,37.39920267297163,0.7513019807857857,0,135,134,AMY W BRAMLITT,,WDH6292,31,12,54,15,,,B,sn
367187140,40.490402877996544,13.622007908978148,6.4,-110.8,511,MEGAN B SETTOON,,WDD7489,31,8,15,6,,0,B,ew
367766820,29.77578,-95.10104,0,-167.3,182,NANCY MARIAN,,WDJ3314,31,5,,,,,A,
366764740,44.40490851620239,36.964594306417865,8,-63.1,511,CHIEF,IMO9188582,WCZ2047,31,0,31,10,,52,B,ns
366081080,43.09049880933105,34.121362093257,0,112.8,7,ZEUS,IMO9506071,WAO8101,31,0,29,8,,,B,ns
367136690,42.92952690528923,33.169985295748404,6.5,81.9,88,TIM PARKER,,WCX2912,31,15,24,9,,,B,ns
367057620,41.165551694136646,29.063646932520978,8.7,-174.8,245,CAIRO,,WDC6535,31,15,45,14,,,B,sn
366986680,36.63475704740749,25.170454272632544,0,158.6,511,CARESSA K,,WBP4760,31,0,20,7,,,B,we
367506070,33.075652240186734,26.2969043546399,5.2,-85.9,511,DELTA,IMO8644553,WDF9528,31,0,25,7,3.2,,B,we
366995560,41.93337406299423,17.504671514220192,3.8,-135.1,255,MISS RACHEL,,WDC2610,31,0,19,7,,,B,ns
338139461,41.78135794363118,17.85478779629906,0,-144.4,511,BUNNY C,,WDH8056,31,0,15,6,,52,B,ns
338210835,33.97486,-118.45255,0,119.8,511,MOJITO,,,37,,,,,,B,
220589000,32.69647,-117.15531,0,77.4,128,MAERSK TRANSPORTER,IMO9388649,OYGQ2,70,5,73,20,7.8,52,A,
229796000,29.74295,-93.86956,0,145.9,213,COOL EXPLORER,IMO9640023,9HA3616,80,0,280,43,11.8,,B,
367474710,35.898377385069,17.795995314416523,0,185.8,511,HIAWATHA,,WDF6481,31,0,16,6,,52,B,we
367464670,41.22574051100849,29.12850029916116,0.1,-168.9,0,JOHN WILLIAMS,,WDF5562,31,0,26,9,,,B,sn
367739850,36.58312287287318,14.659980479014312,0,-49.6,511,CAPITOL PRINCESS,,WDI8561,60,7,18,6,,,B,we
367153690,33.76545163646705,25.472388669459395,17.8,-82.7,511,SUN RAY,,WDJ4198,36,0,20,6,4.2,36,A,we
367055340,44.45906635819617,35.02723424896814,0,-101.8,511,ODYSSEY III,,WCT5769,60,0,70,14,,,B,sn
367012660,43.72542851844349,38.59009088966965,0,-138.4,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,B,
367542760,36.15640398135658,26.0950932565912,8,-150.6,511,SUSAN J GUNDLACH,,WDG5049,31,0,22,,,31,B,we
366986670,42.31943358297779,31.875235794906953,0,134.7,511,SARA K,,WBP4759,31,0,15,6,,31,B,ns
367033990,44.411450035150985,38.69693081177429,0,-49.6,511,PRODUCER,,WDH9695,60,0,18,6,,,B,
366936670,41.90108429254624,37.3989031616524,0,-202.4,297,GENE NEAL,,WDB7117,31,12,38,12,,,B,
303669000,44.84017980983127,35.29846175867559,0,-119.5,41,ROYAL VIKING,IMO7232614,WYZ8176,30,0,32,8,,0,B,sn
366999296,41.19176751503314,29.0998929614395,0,-151.4,511,DEMOLEN,,AEDN,90,15,,,,,B,sn
367793880,40.86780489437179,28.592506831459403,0,179.4,344,SPARKY,,WDJ6052,31,0,18,,,,B,we
367189580,34.682042688919424,30.23456196310322,0,-111.7,511,SEA OAK,,WDD7669,31,0,22,8,,31,B,ns
367004110,44.91279789875543,36.11850110630166,4.2,-122.3,511,THE BLACK BELT,,WDG9974,31,0,37,10,,52,B,sn
368555000,43.375873004182246,34.48973586208663,0,-82.3,511,ARCTIC STORM,IMO8720113,WTQ5896,30,0,101,14,6.4,30,B,ns
366889830,42.182928255317165,38.21960190698449,0,-172.8,511,CATALINA SPIRIT,,WDJ3865,60,5,22,6,,,A,
338228823,43.225542486392094,34.16621959879512,0,-175.3,511,ANDREW DORIA I,,,37,15,19,,,,B,ns
366433000,41.63355288205883,36.99732762603885,0.1,-63.3,511,SIBERIAN SEA,IMO9054377,WDB9466,30,7,42,10,4,30,B,
311000855,40.8669122178183,28.61936839917591,17,139.7,139,CROWN SAPPHIRE,IMO9159115,C6EC4,70,0,152,23,6.4,70,B,we
366905890,35.98146278533935,15.10130785779191,12.7,156.9,156,JAMES R BARKER,IMO7390260,WYP8657,70,0,304,32,8.6,,B,we
366963070,37.863740148622384,9.858005464569684,0,91,109,PHILIP M PFEFFER,,WDB8705,31,15,39,12,,,B,we
367425230,36.78456207560287,13.727783946248573,0,37.2,511,CALIFORNIA SPIRIT,,WDF2131,60,0,27,7,,,B,we
366828620,37.85929408476565,7.343396690489887,0,-171.1,511,VICKI M MCALLISTER,IMO9257826,WDA6093,31,15,29,11,3.7,52,B,we
367672550,42.49268115521229,15.2644485548265,0,-175.8,511,MR J O,IMO8998174,WDH9885,60,0,48,9,,0,B,ns
367786010,39.021754767834295,7.447719848076195,0,174.9,233,CETUS,,WDJ5269,60,0,,,,,B,we
367468580,38.79943370590439,7.4838665306843195,0,-188.8,511,MISS KAYLA,,WDF5910,31,0,17,6,,,B,we
369053000,38.86788934353342,20.962365362896207,0.1,-72,10,LIBERTY ISLAND,IMO9224831,WDFP,90,3,96,14,7,,B,ns
367767480,38.61043342517954,20.490227323438376,0,-184.5,511,HOLT T,IMO8978203,WDJ3382,60,0,29,7,,,B,ns
368010650,40.77907397452382,11.837192898932672,0.1,189.9,511,SAVAGE PATHFINDER,IMO8635435,WDJ7844,31,15,16,6,,31,B,ew
367702060,30.7572,-91.40004,6.9,-151.3,251,CHARLOTTE ROUSH,,WDI4794,31,12,35,10,,31,B,
367430730,29.9541,-90.02104,0,0,511,MR CHESTER,IMO8987577,WDF2686,31,12,23,8,2.6,,B,
367087180,29.68861,-91.48825,0,-112.5,42,JANICE TYSON,,WDC8442,31,0,26,9,,,B,
368102270,38.53843,-90.25589,0.2,-195.9,511,COAL EXPRESS,,WDK9295,31,0,27,10,3.2,31,B,
316001649,49.17684,-122.91643,0.1,1.8,511,LA PORSCHE,,VY9305,30,0,21,6,2.6,30,B,
367461340,33.81171963869993,31.82694079131969,0,-49.6,511,DEE ANN R,,WDJ3188,31,15,17,6,,,B,ns
367773370,36.923227435834676,11.634044584664249,0,28.3,511,WALT WEPFER,,WDJ3994,31,15,21,7,,,B,we
367025990,33.38490816345474,32.64304348622302,0,0,511,SCOTT B,,WCR7587,31,15,23,9,,31,B,ns
366804450,34.41524701472431,31.242530436183287,0,169.8,511,CROSBY RAMBLER,,WDA3981,31,0,18,7,,31,B,ns
367003980,33.38822052666287,32.82853291591545,0,-162.3,298,TEE,,WDF2365,31,12,21,8,,,B,ns
366963520,39.198892407448234,6.624472015914933,0,-121.1,25,AUBREY B HARWELL JR,,WDB8745,31,12,48,13,,,B,we
338139678,26.00153,-80.12218,0,137,511,SAMBA,,,37,,14,,,,B,
367738410,29.85503,-90.06404,0,127.7,511,EXPEDITION,,WDI8416,31,0,19,,,,B,
367463020,29.79144,-92.14286,0,181.9,511,CAPTAIN RON,,WDF5422,60,15,33,7,,60,B,
367177670,46.0078,-122.84748,0,40.2,511,TRIUMPH III,,WBF3346,60,,11,4,,,B,
367072930,42.357059480962775,16.341395896748494,0,-203.3,511,SEA OX,,WDC7536,31,15,18,6,,,B,ns
366721530,21.31254,-157.86642,0,-99.5,511,MISS JULIE,IMO8853269,WCW6964,30,,20,6,,,B,
367318570,36.183438264645915,26.83519582292195,7.6,141,138,R D QUEBODEAUX,,WDD9960,31,0,26,9,,31,B,we
367473510,43.60493843393615,35.469542447634794,0.1,85.6,511,ISLAND EXPRESS,,WDF6367,31,0,16,6,,52,B,sn
367078770,36.97141279590123,12.137374110842565,0,-186.2,511,ELLIE J,IMO8992833,WDC7905,31,0,21,8,,52,B,we
366760680,36.49941598658315,23.855813221304413,0.2,17,96,NANUQ,IMO9178379,WDF2026,31,0,46,14,5.5,52,B,we
367667630,42.134943495135246,31.3442910238865,7.6,79.4,511,PACIFIC DRAGON,IMO8956774,WDH9397,30,,24,7,,,B,sn
366963060,44.32666537572723,34.3872579734524,3,109.6,120,BRIAN A NAPACK,,WDB8704,31,8,43,13,,31,B,sn
316031048,42.586779032731044,32.501241566903424,0,4.5,319,SST CAPILANO,IMO9744477,,,8,21,,,,B,sn
366963050,41.1937089682786,29.094409320638245,5.1,30.6,511,DALE A HELLER,,WDB8703,31,0,39,13,,,B,sn
367432480,40.9407487505587,28.670163276229662,0,-49.6,511,FORT FISHER,IMO8645143,WCZ6290,60,0,55,13,,,B,we
367364760,42.638102539872705,32.69060748330032,0.6,142.4,181,LEXIE M,IMO9420681,WDE5306,31,0,30,12,3.7,52,A,sn
367702510,32.868591568155814,29.811835161710498,4.1,-150.5,257,SAFETY QUEST,,WDI4834,31,0,21,8,,31,B,we
316007542,35.195625914674366,21.209209319199797,0,-71.3,511,OCEAN REBEL,IMO8903739,,30,,18,7,3.4,,B,we
367380950,36.40076714665411,26.413914607784033,0,-112,511,SHENANDOAH,,WDE6493,37,,13,4,,,B,we
636019444,41.877479196724785,37.36630718028589,13,-51.6,357,HYUNDAI OAKLAND,IMO9385013,D5UO2,73,0,293,40,10.1,73,B,
367314440,43.880190407472035,14.318516426375108,4.9,-180.6,240,GRAPE APE,IMO8987060,WDD9650,31,0,21,7,,52,B,ns
367588620,41.167670824875046,29.068818394695505,0,-162.2,511,ROSEDALE,,WDG9523,31,15,17,,,,B,sn
367161930,38.90722049461189,12.248934260126852,0.2,42.2,511,PACIFIC CONQUEST,,WDD5675,30,,15,6,,,B,ew
367339550,40.50237581598608,27.247822580302902,0,-139.7,175,GEORGE W LENZIE,,WDE3471,31,0,31,9,,39,B,we
366755010,41.16316217591798,29.068952748690453,0,-179.3,8,MASTER,IMO9188532,WCY6528,31,0,32,10,6.8,52,B,sn
351132000,36.06287463576505,27.797795917780483,13.2,-185.6,222,MELOI,IMO9392119,3FOD,70,0,179,28,10,79,B,we
366924720,40.62123336474633,27.929245171955287,0,-148.5,511,HAGAR,,WST4714,90,3,45,18,,33,B,we
366980490,35.69694475697854,28.746514658505678,0,22,511,SEA WARRIOR,,WDH9191,30,0,30,9,,30,B,ns
366978430,35.88663587810876,28.263408940813317,0,187.4,511,OKLAHOMA,,WF3164,31,15,22,6,,31,B,sn
367402920,32.88832992759552,33.67091757566623,0.1,32.9,511,OCEAN MAID,IMO7307550,WDE8215,30,0,38,9,,30,B,sn
366992110,34.678454139652786,21.979502861170186,0.2,-163.8,511,BIG M CASINO,,WDC2379,60,15,50,11,,,B,we
367560590,37.46313251021673,6.05037122261346,6.1,175.7,149,RED HOOK,IMO9650717,WDG6782,31,5,28,9,3.6,,B,we
366984870,34.77130309454993,22.76311541987336,5.5,2,7,DAN MACMILLAN,,WDB9903,31,12,53,16,,31,B,we
338179749,42.13434638683427,30.866123638978642,0,118.8,511,SV SILENT LADY,IMO0000000,,36,,12,5,,,B,sn
367470580,37.24608687175468,2.954661275195901,0,-129.7,266,SAN BROOKLYN,,WDF6095,31,12,21,9,,,B,we
367619730,36.25364516760959,27.486711729308954,0.1,92.3,511,SARAH GOLDING,,WDH4635,31,12,22,,,,B,we
367113150,37.223721569243246,3.6452675645057253,0.1,106.3,305,CHRIS PIKE,,WDD2269,31,12,26,9,,,B,we
403579000,38.6959527018103,7.16433993493722,10.3,28,31,NCC NAJD,IMO9299874,HZAK,80,0,183,32,12.2,89,B,we
368050290,39.181514202581845,7.32982492159405,0,2.8,511,NORDFJORD,,WDK3944,37,0,23,6,2,37,B,we
367042160,42.57072617350893,5.85002115993232,0.2,-69.3,511,EDWARD TERREL,,WYQ8387,31,0,18,7,,,B,sn
367567350,42.07831865696483,30.907558210012578,7.8,157.3,161,PAULA FORTIER,,WDG7445,31,12,29,,,,B,sn
367140970,41.55595183084073,16.923120095076236,0,-177.7,511,CAMERON NO II,,WDD4160,60,0,62,15,,69,B,ns
367610170,37.464249721506725,8.866669290946442,4.8,-147.5,263,C A SAVAGE,,WDH3719,31,0,42,11,,31,B,we
367629250,41.769252913581276,30.20143404998798,5.1,-182.4,511,TAMELA LEIGH,,WDH5575,31,15,33,,,,B,sn
538003648,37.48830552925479,5.7879963639014775,13.8,123.2,114,MOL MAGNIFICENCE,IMO9424900,V7SG5,70,0,302,43,14.2,,B,we
220187000,41.1861986094004,29.091031054291673,18.2,188.8,191,AXEL MAERSK,IMO9260419,OUUY2,70,0,352,42,15,71,B,sn
366887090,36.682247233187404,-0.6628577326723042,0,0,511,LOOKFAR,,WDB3440,37,,15,3,,,B,we
367352250,36.74080328518931,-0.4301589420443883,0,-86.3,350,ACE G,,WDE4377,31,15,15,6,,31,B,we
368007740,42.552430780860355,17.063965853581617,0,169.4,511,CAPT CARL,,WDJ7540,31,0,15,5,,31,B,ns
338109829,45.28857471105027,13.840142994084024,0,-174.4,511,EL ARQUERO,,,37,,14,,,,B,ns
367083580,38.725062030269015,7.908531515831576,0,75.1,287,ROCKFISH,IMO8998954,WDC8223,31,12,21,9,,57,B,we
367720970,43.94035607220223,35.670405980468374,7.3,-68,339,LAWRENCE CAMPBELL,,WDI6665,31,0,,,,,A,sn
367551860,41.94582269944225,38.721458791438316,0,-49.6,511,JOCKA,IMO8885573,WDG5937,30,4,18,5,,,A,
367460360,38.40360582981998,5.5625137318478775,5,42.1,511,MR LANDON,,WDF5184,31,0,18,6,,0,B,we
338317705,41.169531838464266,29.074949045988276,0,-132.7,260,SERENA RAY,IMO0000000,WDE8561,37,,17,5,,,B,sn
367639270,42.17968866877153,31.645162053454865,0.8,-159.3,511,DENNIS FROMENTHAL,,WDH6560,31,15,23,,,,B,sn
367596850,42.04761776358086,30.744315106501478,7.3,0.2,354,HOS BAYOU,IMO9647681,WDH2368,90,0,92,19,6.4,,B,sn
367655030,41.76323933837641,37.84276579150145,5.2,-80.9,511,NATALIE D,,WDH8135,31,0,18,7,,52,B,
367481540,42.44291559249321,32.27818665234044,3.5,28.1,511,KAREN KOBY,IMO8651324,WDF7145,31,8,29,8,3,,B,sn
367190250,32.443840874899585,34.36873068427866,0,-181.1,511,TOWN POINT,IMO7110854,WBK3245,31,0,28,8,4.5,52,B,sn
367505510,38.72192294306554,2.201223102741942,2.5,105,84,MYRA ECKSTEIN,,WDF9473,31,0,46,13,,31,B,we
367335830,41.18524580968355,29.082951076989065,0,-161,511,MADELINE,,WDE3220,31,0,23,9,,52,B,sn
367640860,33.63958992819646,32.40219534171923,0.1,21.8,42,AMY E HEBERT,IMO7047667,WDH6709,31,0,29,8,3.2,,B,sn
367373660,34.912438966858275,20.331629216117783,0,-132.4,511,CAPTAIN TOM,,WCY7339,31,0,17,7,,,B,we
367702540,43.562530644546406,35.33172277388106,0.1,176.9,75,SAFETY STAR,,WDI4837,31,15,21,8,,,B,sn
367341010,42.24854391923607,38.394596928992996,10.5,-181.5,223,MANITOWOC,IMO7366398,WDE3569,70,0,192,20,7.8,,A,
367534840,41.648132988583484,29.535657296453312,0.9,58.9,342,GUADALUPE,,WDG4275,31,0,25,9,,,A,sn
366998680,35.537842507170915,28.893933653514313,10.1,54.3,511,PATRIOT,IMO8332473,WDC2859,31,0,28,10,3.6,,B,sn
367694000,32.60107895987133,34.4633076534928,0,54.8,511,PACIFIC PRINCE,IMO8515506,WAQ4899,30,0,45,10,4.6,30,B,sn
367631610,32.5334357290504,34.52743942502294,0.1,185.3,179,ALICE GOLDING,,WDH5800,31,12,25,,,,B,sn
369970445,36.59935541035518,12.747903062251934,0,-141,309,MERRITT,,AEVZ,90,3,,,,33,B,we
367710410,36.476084133362306,27.276499731335903,0,-49.6,511,LADY CARMEN,,WDI5615,60,,,,,,B,we
367437150,31.61347418479538,31.946174388478497,0,96,34,SCOTT CAMP,,WDF3203,31,0,26,9,,,B,we
372843000,35.705086688220696,28.71562177880244,2.1,58,15,MSC FIAMMETTA,IMO9369758,3EOU7,70,0,277,40,14.5,,A,sn
367317850,34.56635556668904,23.31631790219118,0.7,-113.1,511,JOHN C.LAQUAY,,WDD9903,33,15,45,12,0,33,B,we
367797260,40.81052407171499,28.57463432916503,19.7,-151.1,258,H208,,WDJ6389,60,0,,,,,A,we
367522230,38.94455861010954,24.184402240587698,4.3,73.2,511,KIM W NOWELL,,WDG3075,31,0,48,12,,,B,nw
367541370,40.04672039739914,23.11000852373606,0,-167.9,511,BILLIE D MILLER,,WDG4910,31,0,14,,,,A,nw
366811580,37.19327333632521,12.763270795843267,0,164.3,511,MISS CATE,IMO8503448,WDF9186,31,15,29,9,3.3,0,B,we
367474980,36.90132978101723,1.7542840245116342,0,121.9,511,COUNT FLEET,,WDF6506,31,0,15,6,,52,B,we
367054850,32.51859330903897,29.993505983915455,8.7,55.9,511,AUBREY DUFRENE JR,,WDC6335,31,8,20,7,,,B,we
367797450,38.48966048002832,24.10046953819596,3,97.8,99,JEFFREY A RAIKE,,WDJ6407,31,0,36,10,,31,B,nw
338075892,44.33480492756071,34.73064142483053,0,-171.2,511,PILOT BOAT SPRING PT,,WDB8945,90,0,0,0,0,90,B,sn
366687000,35.10441892438489,19.172722169220396,0,-155.3,511,RMS ORION,,WDG5247,60,0,29,7,,60,B,we
367623010,44.422976385169264,35.205369623324636,7.5,177.6,188,WABI-SABI,,WDH4952,37,,14,,,,B,sn
367430050,44.49593558345773,35.08333335808222,0.1,121,74,STEVEN M BRYAN,,WDF2628,31,12,26,9,,,B,sn
367542320,41.19230884598261,29.091172923628086,0,-183.9,511,WALTER L GIBBS,,WDG5004,31,12,26,,,,B,sn
367693640,33.046404338966276,33.28919497438171,8.4,-198.3,511,PADDLEWHEEL QUEEN,,WDI3950,60,2,25,8,,60,B,sn
354425000,44.95312397846451,36.35224062247576,13.9,-161.6,244,CHRONOS,IMO9237163,3FVV6,80,0,73,16,6,70,B,sn
367427260,42.08347281172872,31.40498037260569,0,6.6,269,HOWARD BLANK,,WDF2314,31,15,26,9,,,B,sn
367346290,32.98044981698995,33.47535322655942,0.3,-181.4,313,AMY GATTLE,,WDH2236,31,0,42,11,,31,B,sn
367776270,44.85737587371907,35.10222006199674,8.2,62.3,67,H200,,WDJ4295,60,0,,,,,A,sn
538006153,35.83053980840998,-4.936844998730503,0,107.4,511,SEACOR DIAMOND,IMO9225495,V7FV9,90,0,72,16,5,99,B,we
368086080,35.498383297327955,19.051784951447246,0,32.4,511,CUMBERLAND TRAIL,IMO0000000,WDH8553,30,,21,6,,,B,we
367595460,38.475564163879184,8.172147264997333,0,50.5,288,THREE RIVERS,,WDH2225,31,0,23,,,,B,sn
367469050,31.87451509874343,31.587654462474813,0,-168.9,511,LARRY J HEBERT,IMO8424068,WDF5953,31,0,27,8,3.2,52,B,we
368009880,45.157806588498744,13.51555229922943,0,-129.5,511,DELBERT E KNOY,,WDJ7763,31,12,25,9,,31,B,ns
338178188,38.52994153386282,24.3688297054234,6.8,-107.7,511,KATHY K,,,30,,9,,,,B,nw
367367620,34.127125473098914,24.836196924366547,5.7,48.4,511,RESURRECTION,,WDE5499,31,0,22,9,,,B,we
367360960,42.1805844784103,37.25286630567598,0,192,102,EMILY ANN,IMO6515667,WDE5022,31,15,29,10,3.5,31,B,
367574540,41.187561219962355,29.089141621792972,0,-160.2,511,LOW LAND 20,,WDG8153,31,0,15,6,,90,B,sn
367530040,41.20698558704465,29.111507133835733,0,17.1,231,WASHINGTON,IMO8207733,WDG3825,31,0,28,11,,52,B,sn
367596750,42.456048339431575,32.23660493072988,0.5,144.8,101,ZEUS,IMO9660968,WDH2353,31,0,24,11,,,A,sn
366956790,34.038523242678465,31.40089471442639,0.1,-185.9,305,COOP ENTERPRISE,,WDB8316,31,0,56,16,,,B,sn
367702360,41.823121633867196,17.126480707267817,0,10.8,322,RON W CALLEGAN,,WDI4821,31,10,53,16,,31,B,ns
367387230,34.44543107307517,30.768488483663234,0.1,170.5,124,SANDWICK,,WDE6970,90,0,22,6,,31,B,sn
367532830,42.41088808697297,37.483085232755606,9.8,192.7,178,CAROL MCMANUS,IMO8836651,WDG4087,31,12,49,15,,,B,
338232181,36.48985877544891,0.7700071920444391,0.2,192.3,511,PURELY PLEASURE,,,40,,,,,,B,sn
368077830,37.408418318000365,3.7521795104518425,4.4,-125.5,511,INDEPENDENCE,,WDK6764,31,8,23,10,3,31,B,we
367164090,41.206892273774756,29.106805234949594,0,-111.3,511,NAUTICA QUEEN,,WDD5812,60,0,31,9,,,B,sn
316003289,41.89737335827105,38.004292907572946,0,-69.6,106,PRINCESS SUPERIOR,IMO7343669,CZ4348,70,0,117,20,5.4,,B,
367692890,33.82760058375451,32.09087404629607,5.6,6.9,9,LESTER CRUSE,,WDI3882,31,15,29,,,,B,sn
367317630,43.016657425771925,7.759731760299818,0,-177.7,511,SEA WOLF,,WDD9887,31,0,15,6,,31,B,sn
338025000,32.58445855786333,29.750195162567017,0,145.2,511,G L 54,,WDH5375,90,3,54,18,,,B,we
367728230,36.9378380489144,1.8222230868610025,0,203.2,3,DONNY NOLAN,,WDI7388,31,12,28,10,,57,B,we
367498910,43.25086041800847,7.784297172338263,3.2,-164.2,511,DELTA RULER,IMO8037164,WDF8818,31,0,20,7,,52,B,sn
367771030,42.27705301584327,37.62455097727591,0,-114.2,215,SURFBIRD,,WDJ3753,37,0,30,7,,,B,
368454000,35.82103196472711,28.66105218294584,0,25.1,223,HANDLER,IMO9032812,WDI3734,30,15,38,10,,,B,sn
338336514,37.17468906658267,11.13034032527755,0.4,87.1,511,VIVALTO,IMO0000000,,37,,17,5,,,B,we
538005786,39.302008962081004,23.716057350249102,6,174.7,174,NAVIG8 ACHROITE,IMO9727584,V7GY5,80,0,184,,,,B,nw
367495210,35.32759157885219,29.06488880005381,0,127.7,265,JUSTIN D SBISA,,WDF8471,31,5,21,9,,,A,sn
366984330,38.38216689386684,24.546428808089953,0,-81.9,59,CRIMSON GLORY,,WDB9876,31,12,48,13,,,B,nw
366917120,40.507915546311665,7.326456482997436,4,4.8,511,MARY ELIZABETH,,WCX8058,31,12,34,10,,,B,sn
538005600,44.050289794838186,36.004139880379846,16.2,44.3,44,GLOVIS SUMMIT,IMO9702417,V7EL8,70,0,199,35,10,,B,sn
367384520,37.350270419924456,13.316591530881428,8.2,180,175,ANNE JARRETT,IMO9548378,WDH9121,31,5,28,9,3.5,52,B,we
367671170,32.72047949785353,29.70361137249298,0,-165.6,511,G M MCALLISTER,IMO8218902,WDH9744,31,15,32,10,,52,B,we
367705270,33.3735613945536,26.083039914193314,0,-49.6,75,CASEY H,IMO8872289,WDI5111,31,0,23,8,,,B,we
366750980,40.746397339244986,28.014252364067424,0,-198.9,511,LA VOLANTE FRANCES J,,WCY4641,37,,13,4,,,B,we
